id,gender,age,occupation,zip
2413,2,7,8,06118
2414,1,3,2,49503
2415,1,3,8,22407
2416,1,5,8,01531
2417,1,5,2,53045
2418,2,1,11,06074
2419,1,3,1,06096
2420,1,6,8,37938
2421,1,4,8,44306
2422,2,6,10,02865
2423,2,5,10,01520
2424,1,3,18,95035
2425,2,4,15,45243
2426,1,7,1,01606
2427,2,3,15,94010
2428,1,5,18,45255
2429,1,3,3,22903
2430,1,3,5,22902
2431,2,3,5,22903
2432,1,3,5,22903
2433,1,3,5,22903
2434,1,3,5,22901
2435,1,3,5,22903
2436,1,3,8,22902
2437,1,3,5,22923
2438,1,4,2,22903
2439,1,5,18,48105
2440,1,6,18,01430
2441,2,5,7,42406
2442,1,4,18,36830
2443,2,4,1,49464
2444,2,5,5,42420
2445,1,3,1,48104
2446,1,2,8,10038
2447,1,3,15,03051
2448,1,4,7,37932
2449,1,7,14,37922
2450,1,5,17,01612
2451,1,5,13,37853
2452,1,5,8,01545
2453,1,3,8,55429
2454,1,2,1,97005
2455,1,4,8,48197
2456,1,3,6,48103
2457,1,3,1,60656
2458,1,3,8,85040
2459,1,6,8,44313
2460,2,6,2,36067
2461,1,2,5,98117
2462,1,4,2,44303
2463,1,3,8,33916
2464,2,2,5,44106
2465,1,6,7,44333
2466,1,3,16,94303
2467,1,1,11,44224
2468,1,6,2,44240
2469,1,3,5,90048
2470,1,4,19,52001
2471,1,6,14,98683
2472,1,3,19,37922
2473,1,3,13,98105
2474,1,3,13,83815
2475,2,3,19,98115
2476,1,6,13,78703
2477,1,5,1,42420
2478,1,6,2,37922
2479,2,3,2,23454
2480,2,2,21,94410
2481,1,4,15,03054
2482,2,6,4,37772
2483,1,7,14,90503
2484,1,5,6,31901
2485,1,4,15,95746
2486,1,2,13,98105
2487,1,5,8,55438
2488,2,5,3,31804
2489,2,4,10,37843
2490,1,3,13,94703
2491,1,4,8,22904
2492,2,5,3,37924
2493,1,5,3,90631
2494,1,2,5,52003
2495,2,2,5,56401
2496,1,6,2,37932
2497,2,6,15,37922
2498,1,7,19,70817
2499,1,6,1,36109
2500,1,7,2,29672
2501,1,3,16,37923
2502,1,7,14,49423
2503,1,4,18,19360
2504,1,3,8,98115
2505,1,3,8,55405
2506,2,3,15,98225
2507,1,3,5,94107
2508,2,4,4,77429
2509,1,3,6,36109
2510,1,3,8,37930
2511,1,3,8,15209
2512,2,5,15,36109
2513,1,7,2,37922
2514,1,7,15,37922
2515,1,5,13,37914
2516,2,5,7,37909
2517,2,4,10,53806
2518,1,3,8,11793
2519,2,5,3,14850
2520,2,7,3,95448
2521,1,4,18,49424
2522,1,2,12,60614
2523,1,3,18,49423
2524,2,7,10,38558
2525,2,4,2,37922
2526,1,7,14,37923
2527,1,4,16,36109
2528,1,7,1,37922
2529,2,4,10,95903
2530,1,2,1,42420
2531,2,5,8,52003
2532,2,7,14,37917
2533,2,3,4,49423
2534,2,6,7,37922
2535,2,7,3,03431
2536,1,7,14,37830
2537,1,4,12,37620
2538,1,7,14,37923
2539,1,4,8,32444
2540,2,5,7,42420
2541,2,4,6,49424
2542,2,5,14,37922
2543,2,4,1,42420
2544,1,5,2,52001
2545,1,7,14,37830
2546,2,7,14,37931
2547,2,4,1,37920
2548,2,4,7,37919
2549,1,7,14,37938
2550,1,6,8,37931
2551,1,3,13,98133
2552,2,3,10,29369
2553,1,3,8,29369
2554,1,3,2,97405
2555,1,7,8,10522
2556,1,3,5,02430
2557,2,2,20,02452
2558,1,7,18,53061
2559,1,2,11,53207
2560,2,5,7,84318
2561,1,3,16,06460
2562,1,2,1,98021
2563,1,5,14,53132
2564,2,4,21,43230
2565,1,4,6,34786
2566,1,4,18,94022
2567,1,3,1,06451
2568,1,3,18,31311
2569,1,5,1,45248
2570,2,7,15,95005
2571,1,4,18,20151
2572,1,4,15,75005
2573,1,5,17,94536
2574,1,6,7,06511
2575,1,4,8,76248
2576,1,2,18,97030
2577,1,3,8,77099
2578,1,6,8,94107
2579,1,4,16,91411
2580,2,5,2,12538
2581,1,3,12,60611
2582,2,3,2,97201
2583,1,4,8,19610
2584,2,7,2,94563
2585,1,5,16,64081
2586,1,3,21,46802
2587,1,4,8,55124
2588,2,7,14,78737
2589,1,3,1,19004
2590,1,2,5,94044
2591,1,2,2,50310
2592,1,6,8,80004
2593,1,7,17,95816
2594,1,4,8,31047
2595,1,2,5,15213
2596,1,6,8,48152
2597,2,6,1,95616
2598,1,3,18,20866
2599,1,3,13,53154
2600,1,3,15,19312
2601,1,4,17,27613
2602,1,5,13,92104
2603,1,3,18,19126
2604,1,3,1,45459
2605,1,4,8,75013
2606,1,6,8,34285
2607,2,7,1,48178
2608,2,3,2,10025
2609,2,6,13,55391
2610,1,5,8,48322
2611,1,3,4,07719
2612,2,5,4,94560
2613,1,4,2,92120
2614,1,3,8,15205
2615,1,3,8,21029
2616,1,4,8,02657
2617,2,5,16,60081
2618,2,2,5,53538
2619,1,4,13,95677
2620,1,2,5,47306
2621,1,2,1,46304
2622,2,4,7,27516
2623,1,7,2,30345
2624,2,4,1,44313
2625,1,4,8,61910
2626,1,7,2,04056
2627,1,3,2,06877
2628,2,3,3,11217
2629,1,3,12,15237
2630,2,2,6,78704
2631,2,6,2,14850
2632,1,7,1,43528
2633,2,4,10,07728
2634,1,7,2,15701
2635,1,4,1,06403
2636,1,2,13,78750
2637,2,4,21,44303
2638,1,3,15,06405
2639,2,3,7,80236
2640,1,4,13,78230
2641,1,3,7,19428
2642,1,3,1,33073
2643,1,5,18,99005
2644,1,2,16,45215
2645,1,3,8,60657
2646,1,5,18,18049
2647,2,4,12,15116
2648,1,3,18,27707
2649,1,3,17,80126
2650,1,5,8,75080
2651,1,7,15,11779
2652,1,4,21,84010
2653,1,3,8,94109
2654,2,4,10,48336
2655,1,4,8,66224
2656,1,7,14,32837
2657,2,1,11,47403
2658,1,3,8,60115
2659,1,4,15,01060
2660,1,7,18,28704
2661,1,7,14,19312
2662,1,3,18,02021
2663,2,3,5,02215
2664,1,4,8,52402
2665,1,4,12,98443
2666,1,5,17,63128
2667,2,4,7,08043
2668,2,3,5,94110
2669,1,5,1,24541
2670,1,4,7,94598
2671,2,4,13,54220
2672,1,4,8,04096
2673,1,4,8,77040
2674,1,3,5,94110
2675,1,4,19,98664
2676,1,7,21,78731
2677,2,4,8,66204
2678,1,3,7,49707
2679,2,2,5,02143
2680,1,3,13,01864
2681,2,3,5,48823
2682,1,2,5,43210
2683,1,4,8,60188
2684,2,2,1,19143
2685,1,5,8,02116
2686,1,3,1,85283
2687,1,1,11,08805
2688,1,3,18,54915
2689,1,3,13,27511
2690,1,3,8,24210
2691,1,2,5,06459
2692,2,2,5,14620
2693,1,7,14,72949
2694,1,2,5,90024
2695,1,4,12,46033
2696,1,3,8,24210
2697,2,6,18,87031
2698,2,3,3,10028
2699,2,7,14,74128
2700,1,3,8,30117
2701,1,5,2,60115
2702,1,5,7,65201
2703,1,4,12,52803
2704,1,7,14,72764
2705,1,3,2,27713
2706,2,3,2,27713
2707,1,7,14,24060
2708,1,3,8,44115
2709,2,3,1,60660
2710,1,4,18,94303
2711,2,3,5,01075
2712,2,2,20,33953
2713,1,3,8,96811
2714,1,2,5,96815
2715,2,6,5,96822
2716,2,6,5,96825
2717,1,3,5,96826
2718,2,3,5,96817
2719,1,3,13,98100
2720,1,4,1,20795
2721,1,5,15,19382
2722,1,4,8,22043
2723,2,3,10,28147
2724,2,5,3,27514
2725,1,4,8,30071
2726,1,5,12,02155
2727,1,3,12,60603
2728,1,4,13,27614
2729,1,6,8,17402
2730,1,4,12,48640
2731,1,4,8,11050
2732,1,5,18,92805
2733,1,5,18,94002
2734,2,2,5,02912
2735,1,3,8,22903
2736,1,5,13,80303
2737,1,3,4,50311
2738,2,6,3,22181
2739,2,4,8,92316
2740,1,5,18,22181
2741,1,3,15,60614
2742,1,3,18,36092
2743,1,3,15,72601
2744,1,2,18,53818
2745,2,4,2,30345
2746,1,6,15,50265
2747,2,2,5,90025
2748,1,3,5,85719
2749,1,3,13,10025
2750,2,3,16,91360
2751,2,3,17,28120
2752,1,3,16,77006
2753,2,6,21,27516
2754,1,6,13,60148
2755,1,4,8,29631
2756,1,2,5,97331
2757,1,3,3,10023
2758,1,7,9,12436
2759,1,3,8,36102
2760,1,7,1,01886
2761,1,4,7,80917
2762,1,6,17,63131
2763,2,2,5,48104
2764,1,3,8,91403
2765,1,6,8,02420
2766,1,5,8,55016
2767,1,3,1,99163
2768,1,3,18,90210
2769,1,3,8,20170
2770,1,4,2,14260
2771,1,2,2,92037
2772,1,4,18,10025
2773,1,4,3,78766
2774,1,3,2,92103
2775,2,2,5,90038
2776,1,3,15,22205
2777,1,2,5,95326
2778,1,7,14,94025
2779,1,4,8,10040
2780,1,3,18,94133
2781,1,4,5,45205
2782,2,2,5,48858
2783,1,5,18,78750
2784,1,6,21,20007
2785,1,7,14,29928
2786,1,3,5,60201
2787,1,3,5,60614
2788,1,7,2,90049
2789,1,2,5,90025
2790,1,3,21,85013
2791,1,7,8,10023
2792,1,2,5,02452
2793,1,4,8,70116
2794,1,3,3,20036
2795,1,6,14,33710
2796,1,3,15,92104
2797,2,3,8,94043
2798,1,4,21,10038
2799,1,2,1,55404
2800,2,2,5,73070
2801,2,3,4,12866
2802,1,4,21,10036
2803,1,3,8,94022
2804,2,4,1,46234
2805,1,7,20,06040
2806,1,1,11,15208
2807,2,4,12,22043
2808,1,7,17,60610
2809,1,3,8,10016
2810,2,1,11,64093
2811,1,3,20,94122
2812,1,3,18,60607
2813,1,3,21,55406
2814,1,4,8,02127
2815,1,4,18,60477
2816,1,3,8,60015
2817,1,4,13,53130
2818,1,3,13,55106
2819,1,5,15,44122
2820,2,4,1,02138
2821,1,2,21,10036
2822,1,6,8,10003
2823,1,3,5,02452
2824,1,2,5,02111
2825,2,3,21,94014
2826,1,4,13,10011
2827,1,3,18,94063
2828,1,2,5,02454
2829,1,5,21,10013
2830,1,4,8,94506
2831,1,3,1,32225
2832,1,3,18,20036
2833,1,3,16,85003
2834,1,4,2,33304
2835,1,4,21,60622
2836,1,3,13,07974
2837,1,2,1,49506
2838,1,2,2,95864
2839,1,3,18,10003
2840,1,3,1,60660
2841,1,6,13,98056
2842,1,4,18,30145
2843,2,3,5,78705
2844,1,3,21,87103
2845,1,3,5,74074
2846,2,2,5,91604
2847,1,2,5,10027
2848,1,3,1,47401
2849,1,5,12,94114
2850,1,2,21,94608
2851,2,3,8,94107
2852,1,3,13,98037
2853,1,1,2,44455
2854,2,2,5,64151
2855,1,3,5,94102
2856,1,4,12,22030
2857,1,3,1,10469
2858,2,1,11,72601
2859,1,2,2,95814
2860,1,4,18,20009
2861,1,3,16,06510
2862,1,5,8,55066
2863,2,3,3,27705
2864,2,4,4,11725
2865,2,3,7,21014
2866,1,3,8,53717
2867,1,5,18,15204
2868,1,4,13,94025
2869,1,6,18,07650
2870,1,6,19,95472
2871,2,3,15,98110
2872,1,3,21,94014
2873,2,2,5,64093
2874,2,4,21,20036
2875,1,3,3,10013
2876,1,3,18,02149
2877,1,4,2,80687
2878,2,6,21,88005
2879,1,2,5,60062
2880,1,2,13,55405
2881,2,3,13,77019
2882,1,2,21,78759
2883,1,2,21,30101
2884,2,6,4,53222
2885,2,2,2,80302
2886,1,2,5,60073
2887,1,3,4,66205
2888,1,3,15,55438
2889,1,4,4,55104
2890,1,4,8,90069
2891,2,2,5,66044
2892,1,3,5,84064
2893,1,3,2,94025
2894,1,2,5,44130
2895,1,3,12,07039
2896,1,2,15,60073
2897,1,3,6,97405
2898,1,2,5,02453
2899,1,4,15,94133
2900,1,2,13,95120
2901,1,3,18,78749
2902,1,3,13,98007
2903,1,3,17,20850
2904,1,3,5,16802
2905,1,4,18,55407
2906,1,4,20,55421
2907,2,4,6,12345
2908,1,2,3,74403
2909,1,3,8,43228
2910,1,1,20,75602
2911,2,3,5,55455
2912,2,2,5,48104
2913,2,4,21,98119
2914,1,3,5,92614
2915,1,3,8,23423
2916,1,5,3,98011
2917,1,3,1,60201
2918,1,3,13,98112
2919,1,2,18,88076
2920,1,3,3,55116
2921,1,6,2,53221
2922,1,3,18,52402
2923,1,4,13,44256
2924,2,2,5,94121
2925,2,3,5,23454
2926,2,2,3,55118
2927,1,3,13,24060
2928,1,3,3,90068
2929,1,2,3,60614
2930,1,6,18,45420
2931,1,2,5,16803
2932,1,3,13,55346
2933,1,4,12,32082
2934,2,4,21,91324
2935,1,3,1,55126
2936,2,2,5,94122
2937,2,2,5,48103
2938,2,3,1,55345
2939,2,3,16,94901
2940,1,3,1,02143
2941,1,4,13,98033
2942,2,6,2,93103
2943,1,4,13,95864
2944,2,2,5,48104
2945,2,4,18,89507
2946,1,4,17,92630
2947,2,3,1,02138
2948,1,2,15,48185
2949,1,3,18,98033
2950,1,2,1,72761
2951,2,4,15,94303
2952,1,3,5,06511
2953,1,3,21,23225
2954,1,2,3,11435
2955,1,4,15,92025
2956,1,3,13,50265
2957,1,2,5,48104
2958,1,3,8,91911
2959,1,4,18,06074
2960,1,2,5,48104
2961,1,6,18,91977
2962,1,4,4,94109
2963,2,2,5,48104
2964,1,3,18,07030
2965,2,4,5,48103
2966,2,3,5,48104
2967,1,3,1,94110
2968,2,2,1,48104
2969,1,3,8,06851
2970,1,2,5,48104
2971,1,3,5,48104
2972,1,3,5,97330
2973,2,2,5,48108
2974,1,2,5,48105
2975,1,4,12,20879
2976,1,2,21,86001
2977,2,2,5,48104
2978,1,4,21,45236
2979,1,4,3,45243
2980,1,5,8,91766
2981,1,5,7,52556
2982,1,3,5,54902
2983,1,2,5,97850
2984,1,3,5,48105
2985,1,2,5,97333
2986,1,3,5,24060
2987,1,2,5,15213
2988,2,2,7,92122
2989,1,4,13,97330
2990,1,4,13,45243
2991,1,6,2,48105
2992,1,2,5,14853
2993,1,2,20,12133
2994,1,4,6,95008
2995,1,3,16,97333
2996,1,2,1,63011
2997,2,4,17,45238
2998,2,3,2,45241
2999,1,3,8,33813
3000,1,3,5,55408
3001,1,2,5,94704
3002,1,5,12,90028
3003,1,2,16,94606
3004,2,2,5,02138
3005,1,3,18,94133
3006,1,2,5,45750
3007,1,4,1,33174
3008,1,2,5,94403
3009,2,4,4,55112
3010,1,3,13,78759
3011,1,3,2,10003
3012,1,3,13,78660
3013,1,5,18,97124
3014,1,4,8,06430
3015,1,7,7,62707
3016,1,2,13,78759
3017,2,4,10,85255
3018,1,4,1,45242
3019,1,6,13,97330
3020,2,4,8,60302
3021,2,5,16,78750
3022,1,3,18,78730
3023,2,3,8,92108
3024,1,4,18,14302
3025,2,4,1,90004
3026,2,2,5,45750
3027,1,2,5,85719
3028,1,1,11,12701
3029,1,2,5,92037
3030,1,4,2,48103
3031,1,2,5,48135
3032,1,3,1,47303
3033,1,2,5,02906
3034,2,2,2,33143
3035,2,3,8,90230
3036,1,7,14,14843
3037,2,3,3,97333
3038,2,4,3,97401
3039,2,6,4,33611
3040,1,3,9,22046
3041,1,3,5,97333
3042,1,7,2,49042
3043,1,2,3,90069
3044,1,4,17,77301
3045,1,5,2,90631
3046,1,1,5,46311
3047,2,3,5,94117
3048,1,2,3,02066
3049,2,6,1,02421
3050,1,4,13,94025
3051,1,2,18,94063
3052,1,4,13,10036
3053,2,3,4,55102
3054,1,2,5,44056
3055,2,3,4,98501
3056,1,3,19,10309
3057,2,3,13,55438
3058,1,2,13,55123
3059,1,4,1,75023
3060,2,4,2,92705
3061,1,5,3,29440
3062,1,2,5,03106
3063,1,2,5,03106
3064,1,4,18,90026
3065,2,2,5,48135
3066,1,2,5,61801
3067,2,3,1,02148
3068,2,4,10,66204
3069,1,2,5,97470
3070,2,2,5,10708
3071,1,3,2,02115
3072,1,6,2,55126
3073,1,3,1,90028
3074,1,3,1,23451
3075,2,3,12,06107
3076,1,4,18,30024
3077,1,2,5,43202
3078,2,4,2,02155
3079,2,3,2,55410
3080,1,3,21,55410
3081,1,3,8,77252
3082,2,4,7,45459
3083,2,6,1,97403
3084,1,3,17,01581
3085,1,3,5,78703
3086,1,2,13,98105
3087,2,1,2,90802
3088,2,3,5,87110
3089,1,5,17,93448
3090,1,3,3,90004
3091,2,3,1,19107
3092,1,4,16,98108
3093,2,5,21,89134
3094,1,4,1,30030
3095,2,3,4,06810
3096,2,5,4,38028
3097,2,3,6,10021
3098,1,3,5,55112
3099,1,3,18,20910
3100,2,3,7,91423
3101,1,2,16,91101
3102,1,3,13,34170
3103,1,3,21,64112
3104,1,2,18,02118
3105,1,4,13,98166
3106,1,3,1,33142
3107,1,3,18,92656
3108,1,6,7,22039
3109,2,3,12,43201
3110,1,3,1,10002
3111,1,2,5,56520
3112,1,2,13,98133
3113,1,3,11,55414
3114,1,2,6,65211
3115,1,4,18,48323
3116,1,3,13,98034
3117,1,4,1,83704
3118,1,3,1,77025
3119,1,5,2,37027
3120,1,2,5,55414
3121,1,3,3,32118
3122,2,3,8,22209
3123,1,3,3,90401
3124,1,3,13,30337
3125,1,3,8,10025
3126,1,3,3,32118
3127,2,3,1,10003
3128,1,2,3,10012
3129,1,3,8,21117
3130,1,3,8,32835
3131,2,3,3,90036
3132,1,4,8,98467
3133,1,2,5,33720
3134,1,2,5,55455
3135,1,3,16,12345
3136,2,3,5,72801
3137,1,3,12,11217
3138,1,4,18,46229
3139,1,7,14,89128
3140,2,3,5,78728
3141,1,3,15,81679
3142,1,3,21,85719
3143,2,6,17,90272
3144,2,3,8,85260
3145,1,2,5,02138
3146,1,3,1,31605
3147,1,3,15,49355
3148,1,2,21,72837
3149,1,2,5,92602
3150,2,3,4,92831
3151,2,3,1,92870
3152,1,2,5,61801
3153,2,3,5,73160
3154,2,3,5,95616
3155,1,3,8,55112
3156,1,4,8,07663
3157,1,3,13,92880
3158,1,3,16,15217
3159,2,3,16,15213
3160,1,3,18,77521
3161,1,3,8,55408
3162,1,3,2,08854
3163,1,2,16,95616
3164,1,2,13,55118
3165,1,4,8,60611
3166,1,2,5,32607
3167,1,3,3,77056
3168,2,4,6,94546
3169,1,6,1,23518
3170,1,3,1,08461
3171,2,6,4,10128
3172,1,2,13,55408
3173,1,3,13,55317
3174,2,2,15,10018
3175,1,4,17,10014
3176,1,3,18,95129
3177,2,3,7,94132
3178,2,4,6,44313
3179,2,2,21,02125
3180,1,3,15,07430
3181,1,3,13,07436
3182,1,3,13,12866
3183,1,6,8,60510
3184,2,3,19,21214
3185,1,2,8,55337
3186,1,6,2,92122
3187,1,4,13,32935
3188,1,7,14,55344
3189,1,3,17,90292
3190,1,1,18,97062
3191,1,3,13,27707
3192,1,2,5,02912
3193,1,3,1,92019
3194,1,3,16,92648
3195,1,2,5,80228
3196,2,2,5,45219
3197,2,2,15,94110
3198,1,3,13,94110
3199,1,2,1,57106
3200,2,3,2,98144
3201,1,5,8,35216
3202,2,2,5,24060
3203,1,4,1,90254
3204,1,5,17,80304
3205,2,4,17,80304
3206,1,2,21,44089
3207,1,4,8,60610
3208,1,3,15,30342
3209,1,3,1,21555
3210,2,5,1,02115
3211,1,6,17,20015
3212,2,3,18,11215
3213,2,3,2,83705
3214,2,7,8,10019
3215,2,6,14,55447
3216,1,4,2,54481
3217,2,4,1,92630
3218,1,7,7,48070
3219,2,2,5,54302
3220,1,4,8,54016
3221,1,3,1,19106
3222,1,4,8,10583
3223,1,3,21,10014
3224,2,3,15,93428
3225,1,2,1,15237
3226,1,4,5,10027
3227,2,3,15,60657
3228,1,3,15,05448
3229,2,7,2,93105
3230,1,4,17,92630
3231,1,3,8,55112
3232,1,4,13,92821
3233,1,6,3,60660
3234,2,1,1,90012
3235,1,2,5,87801
3236,1,2,16,87111
3237,1,4,8,05401
3238,1,4,8,10069
3239,2,3,13,07730
3240,1,2,5,55403
3241,2,6,1,20004
3242,1,6,14,94089
3243,1,3,13,98117
3244,2,2,5,92647
3245,1,2,3,08820
3246,2,4,2,85258
3247,1,4,16,92649
3248,2,3,8,94115
3249,2,3,5,92648
3250,1,3,5,90069
3251,1,4,18,15330
3252,1,6,1,76067
3253,2,4,5,26505
3254,2,4,7,95843
3255,2,3,16,91902
3256,1,3,16,92111
3257,1,3,15,94105
3258,1,5,7,02339
3259,2,2,5,95616
3260,1,3,5,44514
3261,1,5,21,87505
3262,1,3,15,55391
3263,1,6,12,66048
3264,2,3,2,94536
3265,1,3,16,53704
3266,2,3,5,95616
3267,1,3,5,78705
3268,1,3,13,04106
3269,2,2,21,45220
3270,1,2,12,45220
3271,2,4,1,92704
3272,1,4,1,08330
3273,1,4,8,11201
3274,1,3,21,02062
3275,1,4,8,10028
3276,1,3,21,55391
3277,1,3,18,94107
3278,1,4,8,10014
3279,1,5,16,92880
3280,1,3,8,33486
3281,1,3,18,79705
3282,1,5,4,20009
3283,1,4,17,66208
3284,1,3,7,48197
3285,1,3,5,44706
3286,2,4,8,80013
3287,1,7,14,27514
3288,1,3,15,94133
3289,1,5,7,95695
3290,1,3,15,90292
3291,2,3,8,27516
3292,2,6,7,79410
3293,1,5,15,37343
3294,1,2,5,78749
3295,1,2,19,92123
3296,1,2,15,90292
3297,1,2,5,91325
3298,1,1,11,20876
3299,2,3,5,19119
3300,1,4,6,19119
3301,2,3,3,85719
3302,1,3,18,74074
3303,1,7,18,06405
3304,2,5,6,92649
3305,1,7,21,94708
3306,1,5,15,60045
3307,1,6,7,90640
3308,2,2,21,15701
3309,1,3,18,20707
3310,1,5,15,12561
3311,1,3,5,90039
3312,2,2,5,90039
3313,1,4,21,90292
3314,1,3,8,06516
3315,1,3,13,78731
3316,1,1,20,92557
3317,1,3,5,78705
3318,1,7,14,30047
3319,2,7,14,92308
3320,1,3,2,56082
3321,1,4,2,95380
3322,2,2,5,68516
3323,1,4,15,11784
3324,1,4,18,48083
3325,2,4,15,39180
3326,1,5,8,64138
3327,1,2,13,91423
3328,1,7,20,91790
3329,1,6,19,72601
3330,2,4,2,47933
3331,2,3,8,06854
3332,1,3,8,06854
3333,1,2,17,29404
3334,1,4,1,09142
3335,1,3,1,10023
3336,1,4,18,93436
3337,1,3,5,97214
3338,1,5,17,08053
3339,1,3,18,44118
3340,1,5,17,48097
3341,1,3,21,91730
3342,2,3,6,92705
3343,2,2,5,79912
3344,1,4,1,08902
3345,1,3,8,18655
3346,1,4,8,54016
3347,2,4,8,91362
3348,1,5,17,94546
3349,2,2,5,92054
3350,2,2,1,20815
3351,2,2,6,92870
3352,1,4,1,30533
3353,1,4,18,92688
3354,1,3,8,18615
3355,1,3,2,40006
3356,1,4,8,95031
3357,1,3,19,64055
3358,2,3,2,91790
3359,1,3,21,22936
3360,2,3,1,92646
3361,1,3,5,91790
3362,2,3,1,90212
3363,2,4,10,04046
3364,1,7,14,17033
3365,1,6,18,23059
3366,1,4,15,08750
3367,1,6,17,10025
3368,1,3,15,55435
3369,1,5,19,14701
3370,1,2,5,92833
3371,1,3,3,55405
3372,1,7,14,55118
3373,1,2,17,94709
3374,1,4,6,64801
3375,1,3,5,89193
3376,1,4,17,10803
3377,1,3,18,03570
3378,1,2,5,48135
3379,1,4,2,20037
3380,1,6,1,20815
3381,1,3,1,96671
3382,2,1,11,55305
3383,1,7,17,03070
3384,1,4,8,91304
3385,2,3,10,32212
3386,1,2,5,55414
3387,1,2,2,94706
3388,2,3,2,92646
3389,1,2,1,13603
3390,2,5,21,02476
3391,1,2,5,48135
3392,1,6,7,08108
3393,1,4,13,60563
3394,1,4,8,90069
3395,1,3,8,02134
3396,1,3,13,15217
3397,1,3,6,55414
3398,1,2,21,30033
3399,1,3,5,14623
3400,1,3,15,08742
3401,1,4,8,76109
3402,1,4,21,30306
3403,1,4,6,48342
3404,1,3,9,95380
3405,1,4,15,92084
3406,2,3,8,85214
3407,2,5,6,60050
3408,1,3,18,14830
3409,1,3,5,48127
3410,1,4,2,20653
3411,1,2,5,02139
3412,1,3,19,85213
3413,2,3,18,92084
3414,1,3,18,75146
3415,1,4,8,80129
3416,1,3,13,20850
3417,2,2,3,14616
3418,2,2,4,22305
3419,1,5,2,16801
3420,2,3,8,48105
3421,1,5,8,94501
3422,1,3,6,43221
3423,1,3,8,84088
3424,1,3,7,92111
3425,1,2,21,48135
3426,1,3,21,90046
3427,1,3,15,78267
3428,1,5,2,47933
3429,2,3,8,94602
3430,2,5,2,15208
3431,2,5,7,48867
3432,1,3,13,27410
3433,1,2,13,55113
3434,1,2,5,48867
3435,1,5,2,48867
3436,1,4,1,98503
3437,2,3,1,37203
3438,2,3,1,78735
3439,1,2,18,76116
3440,1,7,18,32822
3441,2,3,15,94109
3442,1,2,13,20878
3443,2,4,18,48219
3444,1,6,15,33401
3445,2,4,21,92009
3446,1,3,8,30620
3447,1,3,13,94131
3448,2,2,4,60640
3449,1,3,15,02142
3450,1,3,6,78251
3451,2,3,12,94117
3452,1,3,15,07702
3453,1,4,8,07981
3454,1,2,1,92122
3455,2,3,1,07701
3456,1,3,18,54401
3457,1,3,21,19083
3458,1,5,1,02131
3459,1,2,5,76266
3460,1,1,5,10012
3461,1,4,1,95409
3462,2,3,5,73160
3463,1,3,16,80301
3464,2,3,15,78251
3465,1,3,15,45383
3466,1,3,15,94306
3467,1,3,15,55421
3468,1,3,21,94546
3469,1,5,18,02176
3470,1,4,18,49887
3471,1,2,5,80302
3472,1,3,7,33156
3473,2,4,17,02472
3474,1,4,12,10538
3475,1,3,15,33133
3476,1,6,1,44126
3477,2,6,2,10024
3478,1,3,8,10019
3479,1,2,5,78626
3480,1,3,1,59405
3481,1,2,5,94122
3482,1,6,18,08043
3483,2,5,8,30260
3484,1,2,5,28403
3485,1,3,1,94121
3486,2,2,1,98225
3487,1,2,5,60611
3488,1,5,18,80228
3489,1,2,5,60201
3490,1,3,1,74136
3491,1,3,17,28542
3492,1,4,8,77005
3493,1,3,18,61350
3494,1,3,2,28607
3495,1,2,5,94608
3496,1,4,6,92867
3497,2,4,3,94109
3498,1,3,18,28052
3499,1,3,4,77006
3500,1,4,8,20650
3501,2,4,8,30309
3502,2,2,8,80503
3503,1,2,5,59715
3504,1,2,8,02215
3505,2,3,16,55455
3506,1,2,13,80503
3507,1,3,1,02472
3508,1,2,5,02151
3509,1,2,5,02115
3510,2,2,5,02142
3511,1,6,1,88004
3512,1,2,18,02140
3513,1,3,17,01890
3514,1,2,13,30318
3515,1,4,4,55042
3516,1,2,5,42101
3517,1,2,13,53713
3518,2,2,8,11215
3519,2,3,15,11215
3520,1,3,1,40515
3521,1,3,1,53213
3522,1,2,1,97469
3523,1,4,8,53404
3524,2,3,1,83355
3525,2,2,5,02142
3526,1,4,3,62263
3527,1,3,1,53213
3528,1,4,6,41144
3529,2,5,2,97361
3530,1,3,1,77058
3531,2,3,12,55409
3532,2,4,15,10028
3533,1,3,3,55344
3534,1,4,18,68506
3535,1,5,19,77630
3536,1,2,5,57103
3537,1,1,11,97402
3538,1,4,1,40504
3539,2,3,5,77006
3540,1,2,18,57106
3541,1,3,4,02494
3542,1,3,16,14803
3543,1,3,18,60659
3544,2,3,5,92507
3545,1,4,13,92507
3546,1,3,21,41706
3547,1,4,17,94108
3548,1,5,8,92965
3549,2,4,8,60137
3550,1,3,6,55447
3551,2,7,1,98374
3552,2,4,3,02879
3553,1,4,17,61600
3554,1,3,16,15203
3555,1,7,8,55430
3556,1,3,18,03038
3557,1,2,6,48185
3558,1,2,18,66044
3559,1,2,5,11364
3560,2,3,7,74105
3561,1,4,15,63304
3562,2,3,7,32812
3563,1,3,3,33133
3564,1,3,12,02169
3565,1,3,19,53572
3566,1,5,1,53818
3567,1,3,15,54915
3568,1,3,1,98503
3569,2,2,3,48823
3570,1,4,13,19050
3571,1,2,5,10044
3572,1,4,12,04287
3573,1,1,11,48867
3574,2,4,7,33314
3575,1,3,19,54915
3576,1,6,8,68046
3577,2,7,1,00231
